Date,Nifty_Open,Nifty_Close,DowJones_Open,DowJones_Close,Nasdaq_Open,Nasdaq_Close,HangSeng_Open,HangSeng_Close,Nikkei_Open,Nikkei_Close,DAX_Open,DAX_Close,VIX_Open,VIX_Close,Nifty_Return,DowJones_Return,Nasdaq_Return,HangSeng_Return,Nikkei_Return,DAX_Return,VIX_Return,Quarter,Month,Year
2019-01-02,10868.849609375,10792.5,23058.609375,23346.240234375,6506.91015625,6665.93994140625,25824.439453125,25130.349609375,19655.130859375,19561.9609375,10477.76953125,10580.1904296875,27.540000915527344,23.219999313354492,-0.7024626535373544,1.2473903117802394,2.444013845857379,-2.6877247229697705,-0.47402341170656875,0.9775066929276232,-15.68627980595741,1,1,2019
2019-01-03,10796.7998046875,10672.25,23176.390625,22686.220703125,6584.77001953125,6463.5,25077.6796875,25064.359375,19655.130859375,19561.9609375,10467.1103515625,10416.66015625,25.68000030517578,25.450000762939453,-1.1535807548587305,-2.114953660412772,-1.8416743359532373,-0.05311620798250934,-0.47402341170656875,-0.48198780387338647,-0.8956368360711114,1,1,2019
2019-01-04,10699.7001953125,10727.349609375,22894.919921875,23433.16015625,6567.14013671875,6738.85986328125,24946.119140625,25626.029296875,19655.130859375,19561.9609375,10533.9404296875,10767.6904296875,24.36000061035156,21.3799991607666,0.2584129794086484,2.3509155577379293,2.6148326819214063,2.72551474807462,-0.47402341170656875,2.2190176749170627,-12.23317477388992,1,1,2019
2019-01-07,10804.849609375,10771.7998046875,23474.259765625,23531.349609375,6757.52978515625,6823.47021484375,26015.83984375,25835.69921875,19944.609375,20038.970703125,10814.3896484375,10747.8095703125,22.059999465942383,21.399999618530273,-0.3058793586430283,0.24320189143344426,0.9758067190816726,-0.6924267141938018,0.4731169528107141,-0.6156619124096357,-2.99183981591232,1,1,2019
2019-01-08,10786.25,10802.150390625,23680.3203125,23787.44921875,6893.43994140625,6897.0,25852.5,25875.44921875,20224.669921875,20204.0390625,10750.1904296875,10803.98046875,20.959999084472656,20.469999313354492,0.14741351836829297,0.4523963562834513,0.051644151889481085,0.08876982400154723,-0.10200838606856898,0.5003635927597576,-2.3377852696623447,1,1,2019
2019-01-09,10862.400390625,10855.150390625,23844.26953125,23879.119140625,6923.06005859375,6957.080078125,26237.2890625,26462.3203125,20366.30078125,20427.060546875,10884.75,10893.3203125,20.440000534057617,19.979999542236328,-0.0667439952430519,0.14615507230920427,0.49140147916267435,0.8576772145321558,0.2983348143465394,0.07873687957922781,-2.250494030344199,1,1,2019
2019-01-10,10859.349609375,10821.599609375,23811.109375,24001.919921875,6908.64990234375,6986.06982421875,26391.779296875,26521.4296875,20270.880859375,20163.80078125,10843.8896484375,10921.58984375,20.979999542236328,19.5,-0.34762671207684476,0.8013509319113781,1.1206230301051354,0.4912529358729203,-0.5282458067207126,0.716534360193308,-7.0543354362655535,1,1,2019
2019-01-11,10834.75,10794.9501953125,23940.009765625,23995.94921875,6947.4599609375,6971.47998046875,26692.01953125,26667.26953125,20296.44921875,20359.69921875,10949.1298828125,10887.4599609375,19.68000030517578,18.190000534057617,-0.3673347764138536,0.23366512241495568,0.3457381498605816,-0.09272434395990023,0.31163086369594745,-0.5632403901958177,-7.571136930959796,1,1,2019
2019-01-14,10807.0,10737.599609375,23880.529296875,23909.83984375,6908.02978515625,6905.919921875,26559.6796875,26298.330078125,20272.7275390625,20506.3916015625,10820.849609375,10855.91015625,19.84000015258789,19.06999969482422,-0.642179981724808,0.12273826308714009,-0.03054218564291089,-0.9840088903557113,1.1526029837364729,0.324009187269585,-3.881050664524489,1,1,2019
2019-01-15,10777.5498046875,10886.7998046875,23914.109375,24065.58984375,6931.39013671875,7023.830078125,26518.619140625,26830.2890625,20264.8203125,20555.2890625,10962.9501953125,10891.7900390625,18.530000686645508,18.600000381469727,1.013681235344268,0.6334355437395418,1.3336421638792668,1.1752871453157212,1.4333645476285297,-0.6490967757969603,0.3777641242866614,1,1,2019
2019-01-16,10899.650390625,10890.2998046875,24139.91015625,24207.16015625,7033.75,7034.68994140625,26702.9296875,26902.099609375,20575.720703125,20442.75,10940.3603515625,10931.240234375,18.079999923706055,19.040000915527344,-0.08578794367150179,0.2785843011208908,0.013363304158521414,0.7458729218323715,-0.6462505252844177,-0.08336212788637686,5.309740021417584,1,1,2019
2019-01-17,10920.849609375,10905.2001953125,24147.08984375,24370.099609375,7010.1298828125,7084.4599609375,26953.2109375,26755.630859375,20544.23046875,20402.26953125,10852.5,10918.6201171875,19.510000228881836,18.059999465942383,-0.14329850352545614,0.9235471730467003,1.0603238366131156,-0.7330483873819533,-0.6910014844115868,0.6092616188666207,-7.432089933002303,1,1,2019
2019-01-18,10914.849609375,10906.9501953125,24534.189453125,24706.349609375,7134.10009765625,7157.22998046875,26993.439453125,27090.810546875,20472.810546875,20666.0703125,11001.3095703125,11205.5400390625,17.799999237060547,17.799999237060547,-0.07237309120333663,0.7017152801356207,0.3242158435665742,0.360721329784921,0.9439825820812837,1.8564196148168084,0.0,1,1,2019
2019-01-21,10919.349609375,10961.849609375,24589.3671875,24479.94775390625,7115.702392578125,7054.577392578125,27134.26953125,27196.5390625,20848.380859375,20719.330078125,11176.1201171875,11136.2001953125,18.347500324249268,20.049999237060547,0.38921732081470195,-0.44498678131649255,-0.8590156899163611,0.22948666879823468,-0.6189966603184394,-0.35718944907909556,9.279187261063266,1,1,2019
2019-01-22,10949.7998046875,10922.75,24607.759765625,24404.48046875,7109.56982421875,7020.35986328125,27189.400390625,27005.44921875,20770.060546875,20622.91015625,11076.98046875,11090.1103515625,18.530000686645508,20.799999237060547,-0.24703469625006522,-0.8260780290896872,-1.254787042580358,-0.6765547207081,-0.7084735756687036,0.11853305013529254,12.250396472197744,1,1,2019
2019-01-23,10931.0498046875,10831.5,24577.25,24575.619140625,7061.64990234375,7025.77001953125,26879.91015625,27008.19921875,20453.439453125,20593.720703125,11043.6396484375,11071.5400390625,20.850000381469727,19.520000457763672,-0.9107067158802132,-0.0066356462785706295,-0.5080948972079673,0.4772674527342897,0.6858565295166872,0.25263764042633774,-6.378896399868086,1,1,2019
2019-01-24,10844.0498046875,10849.7998046875,24579.9609375,24553.240234375,7042.25,7073.4599609375,27075.369140625,27120.98046875,20506.240234375,20574.630859375,11045.6396484375,11130.1796875,19.690000534057617,18.88999938964844,0.0530244705950583,-0.10870929857432773,0.4431816669033335,0.16846059563621196,0.33351128348411474,0.7653702434015119,-4.062981831947751,1,1,2019
2019-01-25,10859.75,10780.5498046875,24687.2109375,24737.19921875,7128.18017578125,7164.85986328125,27282.880859375,27569.189453125,20598.640625,20773.560546875,11234.0498046875,11281.7900390625,18.43000030517578,17.420000076293945,-0.7293003550956514,0.20248654810198727,0.5145729568484133,1.049407484589803,0.8491818710731063,0.42496014531714105,-5.480196484848635,1,1,2019
2019-01-28,10792.4501953125,10661.5498046875,24596.98046875,24528.220703125,7075.009765625,7085.68017578125,27695.810546875,27576.9609375,20746.2890625,20649.0,11233.16015625,11210.3095703125,18.559999465942383,18.8700008392334,-1.212888530927427,-0.2795455552455229,0.15081830993497414,-0.4291248641156312,-0.46894681842573505,-0.20342081497686293,1.6702660679482693,1,1,2019
2019-01-29,10653.7001953125,10652.2001953125,24519.619140625,24579.9609375,7087.490234375,7028.2900390625,27397.5390625,27531.6796875,20555.439453125,20664.640625,11191.51953125,11218.830078125,19.450000762939453,19.1299991607666,-0.014079615274512625,0.24609597942336514,-0.8352772752387501,0.4896082991030501,0.5312519448879911,0.24402894351156654,-1.6452523887947146,1,1,2019
